feature1,feature2,feature3
15.0,1.0805466418373426,5.896226070832968
-0.13826430117118466,50.0,0.0527418621038418
0.6476885381006925,0.2553607830912936,30.0
1.5230298564080254,0.8238171597248649,-0.14964612362272156
-0.23415337472333597,5.726242245382299,-6.09514024403911
-0.23413695694918055,0.7807676057629488,4.4490423052301065
1.5792128155073915,1.4629056115203039,-4.384552751182884
0.7674347291529088,2.4281739537617097,-9.513680671370924
-0.4694743859349521,0.9039489979339247,2.9094459181433567
0.5425600435859647,7.135596276583399,-6.457786411859021
-0.46341769281246226,6.564019729082796,8.809171687058285
-0.46572975357025687,0.5801225899844106,9.078571540051747
0.24196227156603412,1.3753185569276944,8.29728780440897
-1.913280244657798,0.7158609201580935,-2.5968259948911125
-1.7249178325130328,0.6704993527621634,-9.690867669422651
-0.5622875292409727,0.07516895553104506,8.566371251754507
-1.0128311203344238,1.8809841419651863,-1.4363170336537134
0.3142473325952739,1.397039265659277,9.333096380873393
-0.9080240755212109,0.10570217476078496,9.272399541785056
-1.4123037013352915,0.6532518420207387,7.060189109347203
1.465648768921554,4.777721902178681,-4.111022158608286
-0.22577630048653566,0.5477211042841541,-2.298045427961495
0.06752820468792384,0.3130617219709395,7.022733430337137
-1.4247481862134568,1.3445442189472725,-3.661559896874447
-0.5443827245251827,8.48807396523052,-6.61014506627815
0.11092258970986608,0.5542896271194524,1.1360252491670035
-1.1509935774223028,2.2303100205945867,8.72309548321562
0.37569801834567196,2.8677752524789257,3.9205959334994596
-0.600638689918805,0.5426663446716116,1.4012234017872984
-0.2916937497932768,2.6054978569846323,-8.05647012458463
-0.6017066122293969,0.917045598528608,2.3001445339833957
1.8522781845089378,2.0010074954635426,9.801077002085265
-0.013497224737933921,2.0076756542752765,-7.19831969526952
-1.0577109289559004,1.5347704999046976,0.3665930472747352
0.822544912103189,0.1892583176232419,7.5474614385591074
-1.2208436499710222,3.607289588492594,4.815372355084088
0.2088635950047554,0.7736205873347932,3.9403148199053604
-1.9596701238797756,0.4128642132151131,4.049681679742186
-1.3281860488984305,0.0832595195886904,-2.8101769756048967
0.19686123586912352,1.787556809189167,-4.128163114710133
0.7384665799954104,2.2637034685346977,6.187223109570272
0.1713682811899705,0.03345389511694124,6.202267893583617
-0.11564828238824053,1.4352611690989767,7.341446371602075
-0.3011036955892888,0.5136482941099153,8.264811051129428
-1.4785219903674274,2.072248683095384,0.22684797721875682
-0.7198442083947086,0.3832084450782675,0.030325893743992083
-0.4606387709597875,2.348425055135438,5.965903579335503
1.0571222262189157,0.9779174019622036,2.999278615555303
0.3436182895684614,5.520687635608614,4.039337545154067
-1.763040155362734,0.2958888268785579,5.91585338872202
0.324083969394795,0.8342648679903435,7.8001068363513255
-0.38508228041631654,0.24088857007399284,-3.240096862969284
-0.6769220003059587,5.172380794301447,-2.48834094720112
0.6116762888408679,4.196667414321988,-8.12036120318262
1.030999522495951,0.5966547401229778,1.5656028199234804
0.9312801191161986,2.157525478087829,-9.281154524065158
-0.8392175232226385,3.3989681452784426,-0.6880396373507978
-0.3092123758512146,1.6202647213730161,0.8528926941515316
0.33126343140356396,1.5085588203878921,-4.269174957434312
0.9755451271223592,0.5537540908758063,1.816665211380215
-0.47917423784528995,0.19545228094988146,-9.389995001219011
-0.18565897666381712,4.550246450389046,-9.253036225015713
-1.1063349740060282,4.6135488552968535,6.452011213193167
-1.1962066240806708,2.0053398389657695,-2.7961871717747417
0.812525822394198,0.8280930196226478,-7.458789746962305
1.356240028570823,0.8591352316232879,0.4448652010960874
-0.07201012158033385,2.588930859454236,5.399871061972217
1.0035328978920242,4.5481946982145045,-5.683579450063137
0.36163602504763415,4.3622651387932265,2.4578095163800047
-0.6451197546051243,3.0271243838618065,-8.29305070012464
0.36139560550841393,2.05462138713541,-8.966365576627846
1.5380365664659692,0.1757834523921681,0.6270926313629595
-0.03582603910995154,0.352588429366823,0.8127024322021299
1.5646436558140062,4.576461000355011,2.748598029964132
-2.6197451040897444,1.864987893931179,4.52182667445323
0.8219025043752238,0.01847921122198882,9.517041589250692
0.08704706823817122,0.21399380287189865,0.3260069660239058
-0.29900735046586746,2.178324774580482,-3.5408705411750807
0.0917607765355023,0.010148874103594005,5.903723895374073
-1.9875689146008928,0.3506316322083981,-4.583354974758516
-0.21967188783751193,1.5913956922778634,-1.2205715858872779
0.3571125715117464,2.3546305733096253,-8.430872373154681
1.477894044741516,2.1108829642704974,-9.49298513169085
-0.5182702182736474,0.507899734616049,9.252968293558503
-0.8084936028931876,2.4908345777970777,6.719602410244118
-0.5017570435845365,0.5416475181056118,3.9194841218739604
0.9154021177020741,0.7872698178361689,-1.8209411117146033
0.32875110965968446,2.7447151033315813,-6.534113598583085
-0.5297602037670388,2.097547628605536,-6.871259146578279
0.5132674331133561,3.783912154926802,-4.995142036708094
0.09707754934804039,2.143626576339525,0.984533294122409
0.9686449905328892,1.6800886111745148,4.291918454001246
-0.7020530938773524,0.19671412289682097,3.2039475343546258
-0.3276621465977682,0.9168326144140401,-4.401322061081143
-0.39210815313215763,0.6163202957176623,9.097305613263881
-1.4635149481321186,0.5594004073248425,4.757938333915369
0.29612027706457605,7.2246188123258515,1.0870810502280133
0.26105527217988933,0.9987749940800476,2.2344149246870444
0.00511345664246089,4.452110422497046,-1.6079987514442013
-0.23458713337514692,1.9946687714729663,-5.045380209976851
